SnapshotDate,PlayerID,GameTitle,Platform,Region,Country,Age,Gender,PlayerSegment,AcquisitionChannel,Campaign,DeviceModel,OSVersion,AppVersion,SessionsLast7d,PlaytimeLast7d_Minutes,AvgSession_Minutes,Retention7dPercent,SpentLast7d_USD,PurchasesLast7d,InGameCurrencyBalance,AdImpressionsLast7d,AdClicksLast7d,PurchaseRatePercent,CrashCountLast7d,AvgPingMs,AvgFPS,BugsReportedLast7d,ChurnProbabilityPercent,NPS,FeedbackCategory,FeedbackShort,CommunityMentionsLast7d,SentimentScore
2025-10-17,P00611,MetroRaiders,iOS,APAC,Japan,48,Male,Hardcore,Referral,,Intel i7 PC,Android 13,1.1.0,16,3846,240.4,40,16.74,1,3854,166,5,6.25,2,118,80,2,36,40,positive,Fantastic balancing,1,0.44
2025-10-17,P00612,Aetherbound,PS5,LATAM,Chile,13,Prefer not to say,Core,UA - Ads,Campaign_2,Samsung S21,Windows 11,1.0.1,11,628,57.1,53,0.00,0,1671,12,0,0,0,28,84,1,48,-21,neutral,Average experience,0,-0.19
2025-10-17,P00613,RuneHollow,PC,APAC,South Korea,47,Non-binary,Core,Influencer,,Switch OLED,iOS 17,1.0.0,8,1440,180,46,0.00,0,327,19,0,0,1,205,59,2,49,20,neutral,Average experience,0,0.19
2025-10-17,P00614,RuneHollow,PC,APAC,India,41,Prefer not to say,Core,Email,,Samsung S21,Windows 10,1.3.5,11,465,42.3,61,0.00,0,1240,23,1,0,0,64,47,2,39,-4,neutral,Needs more content,0,0.02
2025-10-17,P00615,Starwright,PS5,MEA,UAE,33,Female,Hardcore,Partner,,Switch OLED,PS5 OS,1.1.0,37,1972,53.3,73,628.29,13,91472,3,0,35.14,1,193,31,0,28,-56,negative,Frequent crashes,1,-0.64
2025-10-17,P00616,RuneHollow,PS5,EU,Poland,46,Female,Hardcore,Organic,,XboxX,iOS 17,1.2.0,19,1504,79.2,44,0.00,0,1634,0,0,0,1,167,71,2,53,-6,neutral,Average experience,0,-0.04
2025-10-17,P00617,GlyphQuest,Android,NA,Canada,38,Male,Casual,Partner,,Intel i7 PC,Windows 11,1.1.0,6,299,49.8,75,0.00,0,1910,6,0,0,0,167,83,0,49,-61,negative,Frequent crashes,0,-0.60
2025-10-17,P00618,MetroRaiders,Xbox Series X,NA,USA,14,Non-binary,Casual,UA - Ads,Campaign_3,Switch OLED,Android 13,1.0.0,4,246,61.5,58,0.00,0,1461,27,0,0,0,46,43,1,56,-38,negative,Matchmaking broken,1,-0.46
2025-10-17,P00619,GlyphQuest,Switch,APAC,China,22,Prefer not to say,Core,Organic,,Intel i7 PC,Windows 11,2.0.0,8,726,90.8,45,0.00,0,634,1,0,0,1,192,60,0,25,75,positive,Love the new skins,1,0.78
2025-10-17,P00620,Starwright,PC,MEA,Israel,33,Male,Hardcore,Partner,,Pixel 6,Windows 10,1.0.1,35,3914,111.8,73,101.52,12,54438,7,0,34.29,3,94,85,1,28,-40,negative,Lag spikes,1,-0.43
2025-10-17,P00621,MetroRaiders,Switch,APAC,India,43,Non-binary,Casual,UA - Ads,Campaign_3,Samsung S21,PS5 OS,1.2.0,3,200,66.7,43,0.00,0,1587,27,0,0,0,64,85,2,60,-7,neutral,Average experience,0,-0.17
2025-10-17,P00622,Neon Armada,Switch,MEA,South Africa,39,Male,Core,Influencer,,Switch OLED,PS5 OS,1.0.1,16,702,43.9,66,0.00,0,1012,37,0,0,1,58,68,3,24,12,neutral,Okay performance,1,0.12
2025-10-17,P00623,GlyphQuest,PC,APAC,Japan,13,Prefer not to say,Casual,Email,,Intel i7 PC,Xbox OS,1.2.0,5,286,57.2,61,0.00,0,964,37,1,0,0,214,66,1,41,-8,neutral,Average experience,1,-0.16
2025-10-17,P00624,RuneHollow,Xbox Series X,LATAM,Brazil,36,Prefer not to say,Casual,UA - Ads,Campaign_2,PS5,macOS 12,1.2.0,2,166,83,38,0.00,0,1232,33,0,0,0,70,49,2,53,27,neutral,Okay performance,1,0.24
2025-10-17,P00625,Starwright,Xbox Series X,NA,Canada,21,Male,Hardcore,Influencer,,Intel i7 PC,macOS 12,2.0.0,29,2864,98.8,68,146.67,3,21326,37,0,10.34,2,189,86,2,1,80,positive,Fantastic balancing,0,0.79
2025-10-17,P00626,RuneHollow,PC,NA,Canada,35,Prefer not to say,Casual,Influencer,,Ryzen 5 PC,Windows 10,1.3.5,1,276,276,35,0.00,0,1025,24,1,0,0,198,69,0,66,-23,neutral,UI could be clearer,0,-0.13
2025-10-17,P00627,Aetherbound,Android,MEA,UAE,33,Prefer not to say,Hardcore,UA - Ads,Campaign_1,Ryzen 5 PC,PS5 OS,1.1.0,32,3107,97.1,65,18.10,1,9570,193,6,3.13,3,95,48,3,49,-74,negative,Paywall is harsh,1,-0.73
2025-10-17,P00628,Aetherbound,Android,MEA,Egypt,28,Male,Core,UA - Ads,Campaign_5,Samsung S21,iOS 17,1.3.5,20,1002,50.1,85,0.00,0,571,57,1,0,1,119,57,1,15,17,neutral,Okay performance,1,0.10
2025-10-17,P00629,Starwright,Android,EU,Germany,37,Female,Casual,UA - Ads,Campaign_5,Samsung S21,Windows 11,1.3.5,6,139,23.2,72,0.00,0,891,41,1,0,0,113,73,1,1,95,positive,Fantastic balancing,1,0.96
2025-10-17,P00630,Starwright,Android,MEA,South Africa,19,Female,Hardcore,Organic,,iPhone 14,Android 13,1.2.0,22,4683,212.9,49,67.00,10,29922,106,3,45.45,4,39,82,1,16,46,positive,Great new event,2,0.52
2025-10-17,P00631,RuneHollow,Android,APAC,Japan,14,Prefer not to say,Core,UA - Ads,Campaign_1,Switch OLED,Android 13,1.1.0,6,1084,180.7,36,0.00,0,638,192,3,0,1,68,43,0,35,69,positive,Great new event,2,0.67
2025-10-17,P00632,Aetherbound,Switch,LATAM,Brazil,17,Prefer not to say,Hardcore,Influencer,,PS5,Windows 10,2.0.0,16,4692,293.3,46,18.66,1,9914,0,0,6.25,3,157,81,0,50,-46,negative,Paywall is harsh,0,-0.45
2025-10-17,P00633,Starwright,Xbox Series X,EU,Spain,52,Female,Hardcore,Partner,,Switch OLED,macOS 12,1.0.0,30,2404,80.1,68,0.00,0,1097,33,1,0,1,155,78,2,38,-19,neutral,Okay performance,1,-0.14
2025-10-17,P00634,RuneHollow,PS5,NA,Canada,22,Prefer not to say,Hardcore,Influencer,,PS5,Android 13,1.0.1,26,2527,97.2,59,0.00,0,292,32,0,0,2,67,73,0,34,17,neutral,Average experience,0,0.19
2025-10-17,P00635,Starwright,Xbox Series X,EU,France,45,Female,Core,Email,,Switch OLED,PS5 OS,1.3.5,16,1127,70.4,76,0.00,0,1998,6,0,0,1,59,36,0,20,-12,neutral,Okay performance,0,-0.05
2025-10-17,P00636,Neon Armada,PC,MEA,Israel,42,Non-binary,Core,Partner,,Ryzen 5 PC,Android 13,1.1.0,17,1177,69.2,69,0.00,0,942,33,1,0,1,131,72,3,63,-96,negative,Matchmaking broken,2,-0.87
2025-10-17,P00637,Aetherbound,Android,MEA,South Africa,42,Male,Casual,Email,,PS5,Xbox OS,1.3.5,2,178,89,38,0.00,0,1849,14,0,0,0,22,59,0,76,-47,negative,Toxic community,1,-0.46
2025-10-17,P00638,Neon Armada,Android,LATAM,Argentina,36,Prefer not to say,Core,UA - Ads,Campaign_3,XboxX,iOS 17,1.0.0,15,589,39.3,70,0.00,0,1174,155,5,0,0,46,81,1,13,64,positive,Great new event,2,0.56
2025-10-17,P00639,GlyphQuest,Xbox Series X,MEA,Egypt,42,Non-binary,Casual,Influencer,,PS5,Windows 11,1.0.1,5,255,51,66,0.00,0,493,36,1,0,0,207,82,0,62,-84,negative,Matchmaking broken,1,-0.89
2025-10-17,P00640,GlyphQuest,iOS,MEA,UAE,14,Female,Hardcore,Referral,,XboxX,iOS 17,1.0.1,39,3892,99.8,78,0.00,0,997,7,0,0,3,95,41,2,52,-88,negative,Paywall is harsh,1,-0.78
2025-10-17,P00641,Neon Armada,Android,LATAM,Brazil,55,Female,Casual,Organic,,iPhone 14,macOS 12,1.3.5,2,82,41,39,0.00,0,449,136,2,0,0,92,53,0,78,-53,negative,Paywall is harsh,1,-0.60
2025-10-17,P00642,MetroRaiders,PS5,APAC,Japan,44,Female,Hardcore,Email,,PS5,Xbox OS,1.0.1,37,3197,86.4,71,0.00,0,1516,12,0,0,1,81,38,1,22,20,neutral,Needs more content,0,0.22
2025-10-17,P00643,RuneHollow,Switch,MEA,Israel,41,Prefer not to say,Core,Email,,XboxX,Windows 11,1.1.0,7,994,142,38,0.00,0,278,13,0,0,1,29,40,3,83,-52,negative,Toxic community,2,-0.51
2025-10-17,P00644,Aetherbound,Xbox Series X,MEA,South Africa,21,Male,Hardcore,Email,,Pixel 6,iOS 17,1.3.5,15,2323,154.9,49,0.00,0,711,36,0,0,1,65,61,1,60,-45,negative,Lag spikes,0,-0.42
2025-10-17,P00645,MetroRaiders,PC,APAC,China,36,Prefer not to say,Hardcore,Partner,,Intel i7 PC,iOS 17,1.0.1,38,3384,89.1,77,38.50,7,5437,16,0,18.42,1,73,64,1,1,45,positive,Love the new skins,1,0.47
2025-10-17,P00646,Starwright,Xbox Series X,EU,UK,21,Male,Casual,Partner,,iPhone 14,Windows 11,1.3.5,3,136,45.3,54,99.12,2,20473,32,1,66.67,0,164,30,1,55,-73,negative,Matchmaking broken,2,-0.81
2025-10-17,P00647,Aetherbound,Android,NA,Canada,45,Non-binary,Hardcore,UA - Ads,Campaign_2,Pixel 6,Windows 11,1.0.1,25,2889,115.6,53,0.00,0,1350,135,5,0,2,28,52,2,53,-24,neutral,UI could be clearer,0,-0.17
2025-10-17,P00648,Aetherbound,Xbox Series X,MEA,South Africa,41,Prefer not to say,Hardcore,Email,,Ryzen 5 PC,macOS 12,1.3.5,25,2297,91.9,67,0.00,0,1670,30,1,0,1,151,80,0,48,-47,negative,Toxic community,1,-0.49
2025-10-17,P00649,Aetherbound,Switch,EU,France,27,Male,Casual,Organic,,Pixel 6,macOS 12,1.2.0,3,62,20.7,45,0.00,0,1578,20,1,0,0,140,40,2,55,3,neutral,Okay performance,0,0.00
2025-10-17,P00650,GlyphQuest,Xbox Series X,MEA,Egypt,39,Prefer not to say,Core,Organic,,Ryzen 5 PC,Windows 10,1.0.1,19,736,38.7,82,0.00,0,104,37,0,0,0,184,30,1,45,-75,negative,Frequent crashes,2,-0.74
2025-10-17,P00651,Aetherbound,iOS,MEA,South Africa,27,Male,Casual,Organic,,XboxX,iOS 17,1.0.0,4,92,23,51,0.00,0,1599,118,4,0,0,147,56,1,75,-70,negative,Lag spikes,1,-0.78
2025-10-17,P00652,Starwright,Xbox Series X,NA,USA,36,Non-binary,Core,Influencer,,PS5,Windows 10,1.1.0,9,445,49.4,43,0.00,0,1646,23,1,0,0,144,63,1,63,-30,negative,Toxic community,1,-0.38
2025-10-17,P00653,MetroRaiders,Xbox Series X,MEA,Israel,48,Non-binary,Casual,Influencer,,Intel i7 PC,macOS 12,1.0.0,6,190,31.7,75,0.00,0,890,39,1,0,0,137,58,1,29,-18,neutral,UI could be clearer,1,-0.20
2025-10-17,P00654,MetroRaiders,iOS,MEA,Egypt,30,Non-binary,Hardcore,Partner,,PS5,Windows 11,1.3.5,37,4377,118.3,78,0.00,0,807,109,2,0,1,34,63,2,29,-38,negative,Toxic community,0,-0.32
2025-10-17,P00655,RuneHollow,Android,MEA,Egypt,21,Non-binary,Core,Referral,,Switch OLED,macOS 12,1.0.1,19,330,17.4,76,0.00,0,1936,37,1,0,0,27,88,1,31,-9,neutral,Needs more content,0,-0.11
2025-10-17,P00656,Aetherbound,PS5,LATAM,Chile,41,Non-binary,Casual,Referral,,Intel i7 PC,PS5 OS,1.0.0,3,210,70,45,0.00,0,242,15,0,0,0,212,76,2,42,46,positive,Great new event,1,0.41
2025-10-17,P00657,Aetherbound,Xbox Series X,MEA,Israel,55,Non-binary,Core,Email,,iPhone 14,iOS 17,1.2.0,12,489,40.8,54,0.00,0,1794,27,0,0,0,28,71,2,44,-15,neutral,UI could be clearer,0,-0.17
2025-10-17,P00658,Aetherbound,iOS,NA,Mexico,45,Male,Core,UA - Ads,Campaign_1,XboxX,iOS 17,1.0.1,5,1195,239,32,0.00,0,354,200,4,0,1,107,48,2,92,-59,negative,Paywall is harsh,1,-0.64
2025-10-17,P00659,MetroRaiders,PC,APAC,South Korea,50,Female,Core,UA - Ads,Campaign_1,Samsung S21,Windows 11,1.0.1,15,898,59.9,66,52.36,2,9430,37,1,13.33,1,124,87,1,22,-13,neutral,Okay performance,1,-0.19
2025-10-17,P00660,GlyphQuest,iOS,MEA,Israel,43,Prefer not to say,Casual,Partner,,Ryzen 5 PC,Android 13,2.0.0,2,228,114,35,0.00,0,1723,115,2,0,0,85,59,1,59,4,neutral,UI could be clearer,1,0.13
2025-10-17,P00661,Starwright,Android,MEA,Egypt,41,Female,Casual,Email,,Ryzen 5 PC,macOS 12,1.2.0,6,99,16.5,72,0.00,0,1135,11,0,0,0,145,76,2,28,-9,neutral,UI could be clearer,1,-0.18
2025-10-17,P00662,Neon Armada,iOS,MEA,Israel,54,Prefer not to say,Core,Influencer,,Pixel 6,Windows 10,1.0.1,15,1198,79.9,68,19.96,2,11791,155,1,13.33,1,24,86,2,22,-3,neutral,UI could be clearer,0,0.01
2025-10-17,P00663,Starwright,Switch,LATAM,Colombia,43,Female,Hardcore,Organic,,Switch OLED,Android 13,1.1.0,21,3111,148.1,47,12.70,1,6485,22,0,4.76,2,40,74,2,38,6,neutral,Waiting for new mode,0,-0.01
2025-10-17,P00664,Aetherbound,Android,LATAM,Brazil,34,Male,Hardcore,Partner,,Pixel 6,Windows 10,2.0.0,21,3039,144.7,50,24.48,2,5274,60,1,9.52,3,124,62,2,26,18,neutral,UI could be clearer,0,0.12
2025-10-17,P00665,Aetherbound,Switch,EU,Germany,42,Male,Casual,Email,,PS5,Windows 10,1.0.0,5,233,46.6,61,0.00,0,1392,5,0,0,0,155,57,1,37,-8,neutral,Needs more content,0,-0.03
2025-10-17,P00666,MetroRaiders,PS5,EU,Poland,26,Prefer not to say,Core,UA - Ads,Campaign_2,Intel i7 PC,Windows 10,1.2.0,10,515,51.5,48,0.00,0,580,38,0,0,0,208,89,0,75,-89,negative,Paywall is harsh,2,-0.85
2025-10-17,P00667,Aetherbound,Android,NA,USA,50,Non-binary,Core,Partner,,Switch OLED,iOS 17,1.2.0,13,334,25.7,60,0.00,0,1636,168,5,0,0,134,79,2,67,-72,negative,Lag spikes,2,-0.69
2025-10-17,P00668,Neon Armada,Android,LATAM,Argentina,31,Prefer not to say,Core,Email,,Switch OLED,Windows 11,1.0.0,13,608,46.8,57,13.85,5,6852,52,1,38.46,0,211,49,1,38,-19,neutral,UI could be clearer,1,-0.15
2025-10-17,P00669,Neon Armada,Xbox Series X,NA,Canada,38,Male,Hardcore,Email,,Intel i7 PC,Windows 11,2.0.0,25,4027,161.1,62,0.00,0,314,31,0,0,2,166,36,1,64,-59,negative,Matchmaking broken,2,-0.66
2025-10-17,P00670,MetroRaiders,PC,EU,Germany,36,Male,Core,Partner,,Samsung S21,PS5 OS,1.0.0,10,1201,120.1,47,0.00,0,1152,10,0,0,1,131,59,2,60,-14,neutral,Needs more content,0,-0.09
2025-10-17,P00671,GlyphQuest,Android,NA,Mexico,27,Female,Core,Referral,,Ryzen 5 PC,Xbox OS,1.2.0,16,893,55.8,64,0.00,0,186,30,1,0,1,22,70,2,57,-59,negative,Lag spikes,1,-0.55
2025-10-17,P00672,RuneHollow,Android,MEA,South Africa,27,Non-binary,Hardcore,Referral,,Pixel 6,iOS 17,1.1.0,29,2147,74,60,4.89,3,1405,84,3,10.34,1,209,44,2,53,-76,negative,Matchmaking broken,1,-0.85
2025-10-17,P00673,Starwright,PC,APAC,Japan,49,Male,Casual,Referral,,Samsung S21,Windows 11,1.1.0,3,294,98,49,0.00,0,1828,27,1,0,0,50,82,1,45,19,neutral,Needs more content,0,0.19
2025-10-17,P00674,GlyphQuest,PS5,EU,Spain,35,Male,Core,Partner,,XboxX,iOS 17,2.0.0,12,462,38.5,58,0.00,0,1487,4,0,0,0,201,41,2,48,1,neutral,Okay performance,0,-0.06
2025-10-17,P00675,MetroRaiders,iOS,APAC,India,41,Male,Casual,Email,,iPhone 14,Xbox OS,1.0.1,7,292,41.7,77,19.82,1,5881,136,2,14.29,0,105,62,2,32,-67,negative,Paywall is harsh,1,-0.58
2025-10-17,P00676,GlyphQuest,Switch,NA,USA,43,Prefer not to say,Hardcore,Organic,,Samsung S21,Windows 10,1.0.0,33,3877,117.5,73,0.00,0,1091,12,0,0,2,190,53,2,51,-82,negative,Paywall is harsh,2,-0.84
2025-10-17,P00677,Neon Armada,PC,EU,Spain,36,Prefer not to say,Hardcore,Partner,,Samsung S21,Windows 10,1.0.0,38,4443,116.9,74,0.00,0,155,39,1,0,2,142,38,0,11,61,positive,Love the new skins,0,0.56
2025-10-17,P00678,MetroRaiders,PC,LATAM,Colombia,26,Female,Core,Email,,Samsung S21,Android 13,1.0.1,17,1268,74.6,72,0.00,0,273,24,1,0,0,33,64,0,8,59,positive,Loving latest patch,1,0.64
2025-10-17,P00679,Aetherbound,Android,EU,UK,24,Female,Core,Influencer,,PS5,Xbox OS,1.1.0,12,1230,102.5,57,88.89,3,22930,28,1,25,1,101,58,0,34,0,neutral,Average experience,0,-0.09
2025-10-17,P00680,MetroRaiders,PC,NA,Canada,17,Prefer not to say,Core,UA - Ads,Campaign_3,XboxX,Android 13,2.0.0,15,1495,99.7,65,0.00,0,851,2,0,0,0,107,51,1,49,-47,negative,Matchmaking broken,1,-0.41
2025-10-17,P00681,Neon Armada,PC,NA,Canada,32,Male,Core,UA - Ads,Campaign_2,Switch OLED,macOS 12,1.0.0,16,708,44.3,71,0.00,0,445,5,0,0,0,128,81,2,30,5,neutral,UI could be clearer,0,-0.03
2025-10-17,P00682,RuneHollow,Xbox Series X,EU,Poland,40,Male,Hardcore,Referral,,Switch OLED,Android 13,1.0.0,26,2967,114.1,59,42.54,6,21866,4,0,23.08,2,129,49,1,58,-84,negative,Toxic community,2,-0.85
2025-10-17,P00683,GlyphQuest,PS5,APAC,Japan,15,Non-binary,Casual,Email,,Ryzen 5 PC,iOS 17,1.1.0,4,132,33,54,0.00,0,20,3,0,0,0,201,88,0,47,-1,neutral,Waiting for new mode,0,-0.10
2025-10-17,P00684,Neon Armada,Switch,LATAM,Colombia,53,Non-binary,Casual,Organic,,Samsung S21,Windows 10,1.1.0,2,121,60.5,39,0.00,0,29,25,1,0,0,125,87,0,81,-44,negative,Paywall is harsh,0,-0.52
2025-10-17,P00685,GlyphQuest,Switch,NA,Mexico,49,Non-binary,Hardcore,Organic,,Samsung S21,PS5 OS,1.3.5,16,4106,256.6,50,0.00,0,1437,33,0,0,2,115,67,2,35,61,positive,Fantastic balancing,0,0.52
2025-10-17,P00686,Aetherbound,Switch,EU,Germany,35,Non-binary,Casual,UA - Ads,Campaign_1,Intel i7 PC,PS5 OS,1.0.0,1,240,240,31,0.00,0,1466,9,0,0,0,56,40,2,49,74,positive,Loving latest patch,2,0.67
2025-10-17,P00687,RuneHollow,Switch,APAC,South Korea,13,Female,Hardcore,Organic,,PS5,macOS 12,2.0.0,30,2978,99.3,66,218.15,5,21235,10,0,16.67,2,29,31,3,31,-48,negative,Matchmaking broken,1,-0.42
2025-10-17,P00688,Neon Armada,PS5,APAC,Australia,51,Female,Hardcore,Email,,iPhone 14,Windows 10,1.3.5,25,2148,85.9,60,0.00,0,521,15,0,0,1,54,67,2,34,2,neutral,Needs more content,0,0.10
2025-10-17,P00689,RuneHollow,PS5,NA,Mexico,53,Non-binary,Core,Organic,,PS5,macOS 12,1.3.5,11,1428,129.8,61,59.73,3,30811,29,1,27.27,1,86,61,2,1,62,positive,Loving latest patch,1,0.58
2025-10-17,P00690,Aetherbound,PC,LATAM,Argentina,42,Male,Casual,Partner,,iPhone 14,Xbox OS,1.1.0,6,141,23.5,68,0.00,0,1362,8,0,0,0,84,31,1,13,65,positive,Game runs smooth,0,0.61
2025-10-17,P00691,Starwright,Xbox Series X,LATAM,Brazil,47,Prefer not to say,Core,Partner,,iPhone 14,PS5 OS,1.0.1,9,1215,135,46,0.00,0,531,25,0,0,1,134,71,1,82,-86,negative,Toxic community,1,-0.88
2025-10-17,P00692,Neon Armada,PC,NA,Canada,13,Non-binary,Core,Organic,,Samsung S21,iOS 17,1.3.5,20,966,48.3,88,0.00,0,1832,39,0,0,1,32,33,2,2,18,neutral,Needs more content,1,0.14
2025-10-17,P00693,Aetherbound,iOS,NA,Canada,25,Female,Core,UA - Ads,Campaign_5,iPhone 14,iOS 17,1.0.1,9,768,85.3,49,0.00,0,1804,137,1,0,0,156,33,1,31,38,positive,Game runs smooth,1,0.44
2025-10-17,P00694,GlyphQuest,PC,NA,Canada,42,Female,Hardcore,UA - Ads,Campaign_3,PS5,PS5 OS,1.1.0,18,4942,274.6,43,143.60,4,11344,16,0,22.22,3,38,64,3,19,50,positive,Fantastic balancing,1,0.57
2025-10-17,P00695,RuneHollow,iOS,LATAM,Brazil,48,Prefer not to say,Core,Referral,,iPhone 14,Windows 10,2.0.0,18,1244,69.1,72,0.00,0,1012,51,0,0,1,129,37,0,22,4,neutral,Okay performance,0,-0.02
2025-10-17,P00696,MetroRaiders,iOS,MEA,Egypt,55,Male,Core,Organic,,iPhone 14,Xbox OS,1.2.0,16,1496,93.5,70,0.00,0,641,135,4,0,1,97,59,2,51,-49,negative,Frequent crashes,0,-0.51
2025-10-17,P00697,Aetherbound,Android,LATAM,Brazil,44,Non-binary,Casual,Partner,,Samsung S21,iOS 17,1.0.0,7,200,28.6,76,0.00,0,247,79,1,0,0,183,53,2,32,-20,neutral,Average experience,0,-0.14
2025-10-17,P00698,Starwright,Xbox Series X,APAC,Australia,19,Prefer not to say,Hardcore,Partner,,XboxX,Windows 10,1.0.1,23,3460,150.4,57,52.40,5,23653,12,0,21.74,2,147,43,1,19,16,neutral,Waiting for new mode,0,0.12
2025-10-17,P00699,MetroRaiders,Xbox Series X,LATAM,Colombia,14,Female,Hardcore,Influencer,,PS5,Windows 10,1.0.0,32,2859,89.3,72,0.00,0,380,35,0,0,2,121,69,0,51,-72,negative,Paywall is harsh,0,-0.66
2025-10-17,P00700,MetroRaiders,Android,LATAM,Chile,38,Female,Core,Referral,,PS5,Android 13,1.3.5,5,753,150.6,41,0.00,0,319,117,2,0,1,50,32,0,79,-55,negative,Matchmaking broken,2,-0.54
2025-10-17,P00701,GlyphQuest,iOS,LATAM,Brazil,42,Prefer not to say,Core,UA - Ads,Campaign_2,XboxX,macOS 12,2.0.0,10,766,76.6,53,0.00,0,1811,163,4,0,1,80,44,1,20,75,positive,Loving latest patch,1,0.74
2025-10-17,P00702,GlyphQuest,PS5,APAC,China,52,Non-binary,Core,Referral,,iPhone 14,Windows 10,1.3.5,20,1475,73.8,85,0.00,0,976,0,0,0,1,217,49,3,19,-8,neutral,Needs more content,0,-0.11
2025-10-17,P00703,RuneHollow,PS5,APAC,Australia,19,Non-binary,Core,Email,,Pixel 6,Xbox OS,1.1.0,19,1488,78.3,75,0.00,0,989,31,1,0,1,83,47,1,42,-46,negative,Matchmaking broken,2,-0.55
2025-10-18,P00704,Aetherbound,PC,NA,Canada,15,Male,Hardcore,Influencer,,PS5,iOS 17,2.0.0,35,5145,147,70,0.00,0,1114,23,1,0,2,29,84,0,21,21,neutral,Needs more content,0,0.13
2025-10-18,P00705,RuneHollow,PS5,EU,France,42,Female,Casual,Organic,,XboxX,macOS 12,1.0.0,7,148,21.1,77,0.00,0,1938,19,0,0,0,194,46,0,15,8,neutral,UI could be clearer,0,0.13
2025-10-18,P00706,RuneHollow,PC,EU,Poland,24,Female,Hardcore,Organic,,Intel i7 PC,Android 13,2.0.0,29,3821,131.8,64,0.00,0,485,8,0,0,1,27,58,3,33,18,neutral,Waiting for new mode,0,0.13
2025-10-18,P00707,Neon Armada,Switch,LATAM,Colombia,19,Female,Hardcore,Email,,Samsung S21,Windows 11,1.2.0,21,4274,203.5,51,0.00,0,773,35,1,0,3,169,69,1,53,-12,neutral,Needs more content,0,-0.19
2025-10-18,P00708,Aetherbound,Xbox Series X,APAC,China,20,Prefer not to say,Casual,Influencer,,Pixel 6,Windows 10,2.0.0,1,175,175,32,0.00,0,224,16,0,0,0,34,68,2,70,2,neutral,Waiting for new mode,0,-0.06
2025-10-18,P00709,Neon Armada,PS5,EU,France,43,Male,Hardcore,Influencer,,PS5,Xbox OS,1.2.0,29,3753,129.4,61,0.00,0,1923,38,1,0,3,194,85,2,27,32,neutral,UI could be clearer,0,0.24
2025-10-18,P00710,MetroRaiders,Switch,APAC,Australia,26,Female,Core,Referral,,XboxX,macOS 12,1.1.0,11,883,80.3,54,0.00,0,1178,21,0,0,1,37,39,2,64,-65,negative,Matchmaking broken,1,-0.73
2025-10-18,P00711,MetroRaiders,iOS,MEA,South Africa,39,Male,Core,UA - Ads,Campaign_3,iPhone 14,PS5 OS,2.0.0,11,970,88.2,55,0.00,0,1293,146,1,0,1,61,69,1,31,32,neutral,Average experience,0,0.23
2025-10-18,P00712,Starwright,PC,MEA,Egypt,32,Male,Casual,Email,,Pixel 6,Windows 10,1.2.0,3,45,15,47,246.15,5,36911,5,0,166.67,0,59,43,0,69,-84,negative,Lag spikes,0,-0.82
2025-10-18,P00713,Starwright,PS5,APAC,South Korea,29,Non-binary,Casual,Influencer,,Samsung S21,PS5 OS,2.0.0,4,34,8.5,50,0.00,0,1071,20,1,0,0,118,32,0,54,-9,neutral,UI could be clearer,0,-0.01
2025-10-18,P00714,Aetherbound,PS5,APAC,China,18,Male,Core,Email,,Switch OLED,Windows 10,1.2.0,17,969,57,67,0.00,0,184,19,1,0,1,164,89,0,42,-47,negative,Frequent crashes,0,-0.49
2025-10-18,P00715,MetroRaiders,Android,EU,UK,13,Non-binary,Casual,Partner,,Ryzen 5 PC,Xbox OS,2.0.0,6,128,21.3,75,0.00,0,1131,71,1,0,0,126,34,1,45,-78,negative,Toxic community,2,-0.77
2025-10-18,P00716,Aetherbound,Android,EU,Poland,23,Male,Hardcore,Referral,,Intel i7 PC,Windows 11,1.1.0,30,3364,112.1,64,95.32,4,32450,117,2,13.33,3,207,78,3,1,88,positive,Fantastic balancing,0,0.78
2025-10-18,P00717,Starwright,Switch,NA,Mexico,50,Prefer not to say,Core,Organic,,Intel i7 PC,iOS 17,1.2.0,19,749,39.4,78,0.00,0,1744,23,1,0,1,23,36,0,34,-29,negative,Matchmaking broken,0,-0.35
2025-10-18,P00718,GlyphQuest,PC,APAC,South Korea,25,Male,Hardcore,Influencer,,iPhone 14,Windows 10,1.1.0,28,3748,133.9,67,0.00,0,1272,0,0,0,2,109,65,2,45,-54,negative,Toxic community,0,-0.54
2025-10-18,P00719,Aetherbound,PS5,NA,USA,54,Male,Core,Referral,,iPhone 14,Xbox OS,1.1.0,11,1494,135.8,57,0.00,0,329,22,1,0,1,23,47,1,46,-39,negative,Frequent crashes,0,-0.31
2025-10-18,P00720,Starwright,Switch,LATAM,Colombia,43,Prefer not to say,Core,Email,,Switch OLED,PS5 OS,1.2.0,8,1126,140.8,45,0.00,0,1526,16,1,0,1,114,34,2,65,-33,negative,Frequent crashes,1,-0.33
2025-10-18,P00721,RuneHollow,Android,NA,Mexico,48,Female,Core,Email,,Intel i7 PC,Windows 10,1.3.5,17,782,46,81,59.52,3,14160,135,3,17.65,1,101,44,1,23,-52,negative,Toxic community,1,-0.53
2025-10-18,P00722,Starwright,iOS,EU,UK,26,Male,Core,UA - Ads,Campaign_3,PS5,Android 13,1.1.0,16,391,24.4,63,0.00,0,475,151,5,0,0,52,49,1,20,58,positive,Great new event,0,0.62
